gene ID,log2FC,p-value
CGI_10015095,0.180645206,0.790698658
CGI_10016072,-0.130132272,0.790698658
CGI_10019984,0.18133521,0.790698658
CGI_10001541,-0.141843145,0.790892943
CGI_10004896,-0.183944846,0.790892943
CGI_10010165,-0.090074194,0.790892943
CGI_10012285,-0.174335555,0.790892943
CGI_10017723,-0.107046452,0.790892943
CGI_10023162,-0.131777357,0.790892943
CGI_10024038,0.179447092,0.790892943
CGI_10024786,0.16014161,0.790892943
CGI_10025446,-0.141192176,0.791172007
CGI_10027813,-0.18470169,0.791283383
CGI_10007786,-0.142319678,0.791500198
CGI_10000088,0.186461469,0.791616172
CGI_10001185,-0.18712902,0.791616172
CGI_10001432,0.103662313,0.791616172
CGI_10003618,0.165833739,0.791616172
CGI_10005235,0.176169401,0.791616172
CGI_10008038,-0.172430271,0.791616172
CGI_10010106,-0.129830938,0.791616172
CGI_10010356,0.163006208,0.791616172
CGI_10010368,0.162195781,0.791616172
CGI_10010718,-0.123097586,0.791616172
CGI_10014266,-0.184651956,0.791616172
CGI_10015194,0.122570451,0.791616172
CGI_10016234,-0.137251968,0.791616172
CGI_10016898,0.149448561,0.791616172
CGI_10017102,-0.170090673,0.791616172
CGI_10020496,-0.155809864,0.791616172
CGI_10020528,0.154493091,0.791616172
CGI_10021782,-0.184079153,0.791616172
CGI_10024697,-0.162151917,0.791616172
CGI_10025634,-0.09914844,0.791616172
CGI_10025790,-0.182885178,0.791616172
CGI_10025822,0.186234486,0.791616172
CGI_10026585,-0.115461512,0.791616172
CGI_10026728,0.17951892,0.791616172
CGI_10027675,-0.147204185,0.791616172
CGI_10028515,-0.135950147,0.791616172
CGI_10003110,0.071255161,0.79172753
CGI_10015552,0.102267873,0.79172753
CGI_10019413,0.168122593,0.79172753
CGI_10009817,0.160485189,0.791938022
CGI_10010894,-0.121286781,0.791938022
CGI_10000308,0.141097503,0.79230014
CGI_10002968,0.163886765,0.79230014
CGI_10003688,0.135596455,0.79230014
CGI_10003887,-0.178271048,0.79230014
CGI_10007225,-0.076928948,0.79230014
CGI_10009198,0.175958341,0.79230014
CGI_10013890,-0.182077134,0.79230014
CGI_10026078,-0.185035743,0.79230014
CGI_10018660,-0.111304307,0.792406677
CGI_10025460,-0.179600612,0.792406677
CGI_10011035,-0.164736389,0.79244133
CGI_10002524,-0.149034988,0.793165433
CGI_10004908,0.14692493,0.793165433
CGI_10005717,-0.184392162,0.793165433
CGI_10005999,-0.14923641,0.793165433
CGI_10008614,0.11729658,0.793165433
CGI_10012356,-0.088995607,0.793165433
CGI_10015193,0.16122084,0.793165433
CGI_10018619,0.089476376,0.793165433
CGI_10023216,0.17429853,0.793165433
CGI_10027733,-0.100301776,0.793264022
CGI_10014612,-0.140220666,0.793448082
CGI_10027621,0.177625631,0.793448082
CGI_10006764,-0.134802958,0.793518747
CGI_10007197,-0.11780703,0.793518747
CGI_10014415,0.183186105,0.793518747
CGI_10014595,-0.113431095,0.793518747
CGI_10014602,-0.095195977,0.793518747
CGI_10016002,-0.18376202,0.793518747
CGI_10016961,-0.146517241,0.793518747
CGI_10017259,-0.114203177,0.793518747
CGI_10018984,0.090643787,0.793518747
CGI_10020581,-0.10069492,0.793518747
CGI_10021809,-0.168394357,0.793518747
CGI_10022294,-0.169163802,0.793518747
CGI_10024772,-0.081765128,0.793518747
CGI_10028665,0.148216372,0.793518747
CGI_10019147,-0.185712341,0.793772306
CGI_10028389,0.089989631,0.793851453
CGI_10004794,-0.077608396,0.794113983
CGI_10008697,-0.076561305,0.794113983
CGI_10010686,-0.172249469,0.794113983
CGI_10019239,-0.183672221,0.794113983
CGI_10027458,0.100590264,0.794113983
CGI_10000011,0.170032679,0.794166988
CGI_10002921,-0.087512555,0.794166988
CGI_10010182,-0.113410006,0.794166988
CGI_10011139,0.175601985,0.794166988
CGI_10017901,0.123532934,0.794166988
CGI_10020045,-0.154320457,0.794166988
CGI_10009104,-0.084918533,0.794388705
CGI_10000982,0.143738956,0.79442955
CGI_10002434,-0.178748051,0.79442955
CGI_10002621,-0.185823684,0.79442955
CGI_10004267,0.183794782,0.79442955
CGI_10007856,0.169822385,0.79442955
CGI_10017921,0.08656189,0.79442955
CGI_10026273,-0.147824578,0.79442955
CGI_10017879,-0.162198408,0.794470555
CGI_10026991,-0.127647659,0.794470555
CGI_10028814,-0.165523788,0.794470555
CGI_10017704,0.07889627,0.794588197
CGI_10028379,0.18581625,0.794636267
CGI_10022548,0.175681401,0.794689032
CGI_10001985,0.173713403,0.794772817
CGI_10019830,0.13502334,0.794774823
CGI_10024220,0.167333556,0.794774823
CGI_10026570,-0.160916949,0.795069784
CGI_10026912,0.17060553,0.795069784
CGI_10027107,0.08870153,0.79527681
CGI_10005691,0.185611206,0.795617393
CGI_10003601,0.089315566,0.795860239
CGI_10003087,0.183858705,0.795953265
CGI_10003157,0.131115004,0.795953265
CGI_10010652,0.18439555,0.795953265
CGI_10010858,0.085239779,0.795953265
CGI_10011198,-0.175348031,0.795953265
CGI_10017357,0.140148844,0.795953265
CGI_10021816,0.151882136,0.795953265
CGI_10022100,0.183822576,0.795953265
CGI_10023368,0.184552841,0.795953265
CGI_10023740,-0.142524534,0.795953265
CGI_10027865,-0.185156787,0.795953265
CGI_10027894,-0.149615962,0.795953265
CGI_10028534,-0.108803583,0.795953265
CGI_10028818,-0.130787245,0.795953265
CGI_10024692,0.142451998,0.79615462
CGI_10016707,-0.11568005,0.796473965
CGI_10000134,0.121299767,0.79679064
CGI_10003641,0.124830014,0.796877237
CGI_10018364,0.172487973,0.796949379
CGI_10014462,-0.183165755,0.797329358
CGI_10021932,-0.070345278,0.797329358
CGI_10026440,0.185074951,0.797329358
CGI_10020530,0.180452969,0.797393779
CGI_10020231,-0.133189262,0.797523917
CGI_10005482,0.165577105,0.797524979
CGI_10008120,0.179959981,0.797524979
CGI_10008221,-0.183295703,0.797524979
CGI_10011427,-0.167624948,0.797524979
CGI_10014603,0.1846303,0.797524979
CGI_10014801,-0.099046864,0.797524979
CGI_10015327,-0.113836497,0.797524979
CGI_10024570,0.180881705,0.797593093
CGI_10018990,-0.079533284,0.797597108
CGI_10027059,0.119378789,0.797677237
CGI_10017995,0.180692007,0.79776161
CGI_10024412,-0.164108409,0.79776161
CGI_10024847,-0.07798123,0.79776161
CGI_10021789,0.182819798,0.797836976
CGI_10018100,0.105116854,0.798166975
CGI_10000580,0.167684993,0.798204954
CGI_10009564,0.180360532,0.798204954
CGI_10009570,-0.153502631,0.798204954
CGI_10010637,0.112889509,0.798204954
CGI_10010803,0.172265817,0.798204954
CGI_10014227,-0.148309134,0.798204954
CGI_10015145,-0.114310632,0.798204954
CGI_10018073,-0.145201657,0.798204954
CGI_10007438,0.093381858,0.798221486
CGI_10014121,-0.138698989,0.798221486
CGI_10017737,-0.123351217,0.798221486
CGI_10019240,-0.079282567,0.798221486
CGI_10019531,-0.111926869,0.798221486
CGI_10020557,-0.138559759,0.798221486
CGI_10023181,-0.148051416,0.798221486
CGI_10023184,-0.095727058,0.798221486
CGI_10024028,-0.10080283,0.798221486
CGI_10010727,-0.099799643,0.798515701
CGI_10024815,0.169253855,0.798551783
CGI_10001563,-0.178902733,0.798626916
CGI_10008295,0.176081061,0.799114321
CGI_10024119,0.139745457,0.799560551
CGI_10011973,0.130975628,0.799862948
CGI_10025362,-0.154676828,0.79995773
CGI_10024231,0.16719192,0.799995294
CGI_10008841,0.179671279,0.800074701
CGI_10012719,0.153449388,0.800074701
CGI_10015763,0.122314222,0.800074701
CGI_10019985,-0.146800158,0.800074701
CGI_10025099,0.18366545,0.800074701
CGI_10025663,-0.080904436,0.800074701
CGI_10027210,0.08805678,0.800074701
CGI_10028102,-0.13536773,0.800074701
CGI_10023992,-0.140804767,0.80008943
CGI_10005830,0.16611186,0.800233275
CGI_10003095,-0.182924946,0.800436771
CGI_10018678,0.123287497,0.800436771
CGI_10020671,-0.124518551,0.800436771
CGI_10025828,-0.092480326,0.800436771
CGI_10000573,0.106161099,0.800481252
CGI_10001334,-0.171010907,0.800481252
CGI_10003347,-0.178213154,0.800481252
CGI_10021945,-0.127109883,0.800481252
CGI_10022244,0.131645026,0.800481252
CGI_10022249,-0.090878399,0.800481252
CGI_10028031,-0.15381042,0.800481252
CGI_10016706,-0.087564455,0.800600725
CGI_10002164,-0.154925767,0.800731663
CGI_10006255,0.17809369,0.800731663
CGI_10008264,-0.123383166,0.800731663
CGI_10009645,0.179323455,0.800731663
CGI_10011452,-0.181275661,0.800731663
CGI_10013361,0.181298542,0.800731663
CGI_10017746,-0.119090791,0.800731663
CGI_10017767,0.073711538,0.800731663
CGI_10024838,-0.089552478,0.800731663
CGI_10025718,-0.138257276,0.800731663
CGI_10003652,-0.092842745,0.800838296
CGI_10008717,-0.070913391,0.800945302
CGI_10007550,0.106466468,0.801200081
CGI_10020041,-0.183353196,0.801200081
CGI_10022653,0.181674609,0.801200081
CGI_10024041,0.167352229,0.801200081
CGI_10014110,-0.100211501,0.801671355
CGI_10001000,-0.138187234,0.802015869
CGI_10004803,-0.09918388,0.802015869
CGI_10014876,0.14338442,0.802015869
CGI_10020727,-0.137720194,0.802015869
CGI_10028803,-0.181483328,0.802015869
CGI_10024713,0.180707611,0.802135162
CGI_10005728,-0.172660402,0.80232786
CGI_10004742,-0.128075746,0.80236006
CGI_10008544,-0.090907464,0.80236006
CGI_10008667,-0.138366257,0.80236006
CGI_10008674,-0.100924744,0.80236006
CGI_10015044,-0.149879682,0.80236006
CGI_10023866,0.177858453,0.80236006
CGI_10008014,-0.079367575,0.802718376
CGI_10004552,0.113884314,0.803213186
CGI_10018119,0.100590705,0.803213186
CGI_10019505,0.182502367,0.803213186
CGI_10004545,-0.116697022,0.80344742
CGI_10006360,-0.103527929,0.80344742
CGI_10012076,0.099460168,0.80344742
CGI_10006772,-0.073527906,0.803564089
CGI_10024200,-0.147348219,0.803564089
CGI_10009130,-0.172509224,0.803592224
CGI_10003923,0.080829161,0.803593792
CGI_10005398,-0.120484496,0.803713554
CGI_10005520,0.122653437,0.803713554
CGI_10014899,-0.170622543,0.803713554
CGI_10015386,0.097187397,0.803713554
CGI_10000700,0.180343275,0.803770569
CGI_10004691,0.182367502,0.803770569
CGI_10006290,0.087952532,0.803770569
CGI_10009031,0.143087618,0.803770569
CGI_10017419,0.142491867,0.803770569
CGI_10018519,0.143684131,0.803770569
CGI_10027291,-0.126579713,0.803770569
CGI_10000186,-0.147880177,0.803829777
CGI_10026222,-0.179313165,0.804011154
CGI_10023072,-0.071217213,0.80408539
CGI_10007080,0.178734071,0.804089154
CGI_10007339,-0.182427655,0.804089973
CGI_10011800,-0.147014562,0.804089973
CGI_10014916,-0.085470739,0.804089973
CGI_10015190,-0.112981109,0.804089973
CGI_10023182,0.096320355,0.804089973
CGI_10012582,-0.182366706,0.804305081
CGI_10019722,-0.127671762,0.804305081
CGI_10002980,-0.17711429,0.804408688
CGI_10018059,-0.181482573,0.80472089
CGI_10018338,0.110495906,0.80472089
CGI_10024712,0.182292061,0.80472089
CGI_10004821,0.166624284,0.804731414
CGI_10025644,0.111438694,0.804843682
CGI_10026016,0.14205506,0.805027514
CGI_10006107,0.088426508,0.805081032
CGI_10013169,-0.13167886,0.805081032
CGI_10028773,-0.164674271,0.805172993
CGI_10015060,-0.087132479,0.80604105
CGI_10013940,-0.154570582,0.806357119
CGI_10016469,-0.098408209,0.806357119
CGI_10018335,0.086297881,0.806357119
CGI_10003151,0.181669854,0.806359665
CGI_10004609,-0.172223969,0.806359665
CGI_10008401,-0.15144088,0.806359665
CGI_10010110,-0.161953722,0.806359665
CGI_10019893,0.109447675,0.806359665
CGI_10022321,-0.174975019,0.806359665
CGI_10023166,-0.136918352,0.806359665
CGI_10024924,-0.147129337,0.806359665
CGI_10025000,-0.163189924,0.806359665
CGI_10025605,-0.171251992,0.806359665
CGI_10025880,-0.181832998,0.806359665
CGI_10027933,-0.099660985,0.806359665
CGI_10028435,-0.106090706,0.806359665
CGI_10002228,0.098230202,0.806395103
CGI_10005493,-0.134850049,0.806406011
CGI_10011561,0.152829667,0.806406011
CGI_10025924,-0.089930931,0.806560602
CGI_10010913,-0.143586116,0.806594115
CGI_10016014,-0.111675843,0.806594115
CGI_10023582,-0.095841396,0.806680363
CGI_10024182,0.180923066,0.806680363
CGI_10022874,-0.169391231,0.806785918
CGI_10001928,-0.107298303,0.806789397
CGI_10016242,0.177280183,0.806789397
CGI_10019692,-0.133749038,0.806789397
CGI_10003241,-0.180127545,0.806923985
CGI_10004582,-0.181448775,0.806923985
CGI_10007226,0.130340877,0.806923985
CGI_10013396,0.17044076,0.806923985
CGI_10018096,0.095197139,0.806923985
CGI_10022300,0.148335009,0.806923985
CGI_10025960,0.179873237,0.806923985
CGI_10026879,-0.174111824,0.806923985
CGI_10004035,0.160520614,0.807229493
CGI_10003392,-0.146641481,0.807234112
CGI_10002231,-0.121763495,0.807368577
CGI_10002839,0.13037841,0.807368577
CGI_10003540,-0.174631217,0.807368577
CGI_10004781,-0.174164011,0.807368577
CGI_10006111,-0.109301634,0.807368577
CGI_10012747,0.163423756,0.807368577
CGI_10016544,-0.169043644,0.807368577
CGI_10018261,0.06778138,0.807368577
CGI_10018856,-0.094196782,0.807368577
CGI_10025852,-0.084918434,0.807368577
CGI_10025898,-0.115691757,0.807368577
CGI_10027662,-0.124164856,0.807368577
CGI_10011722,0.164394011,0.807555641
CGI_10012823,-0.180780533,0.807555641
CGI_10013145,0.175895329,0.807555641
CGI_10016475,-0.173968247,0.807555641
CGI_10017437,-0.174587637,0.807555641
CGI_10022352,0.180859826,0.807555641
CGI_10025507,0.131205512,0.807555641
CGI_10009902,-0.110469438,0.80758017
CGI_10010270,-0.105817503,0.80758017
CGI_10022880,0.168271542,0.80758017
CGI_10007884,0.149734312,0.807591272
CGI_10007908,-0.096353815,0.807591272
CGI_10009875,0.171379093,0.807591272
CGI_10026001,-0.070434108,0.807591272
CGI_10028287,-0.081054595,0.807591272
CGI_10001158,-0.14305988,0.807691757
CGI_10007816,0.079917139,0.807691757
CGI_10013657,-0.109184139,0.807691757
CGI_10018111,0.174136095,0.807691757
CGI_10018794,-0.180766054,0.807691757
CGI_10026038,-0.180817329,0.807691757
CGI_10026715,-0.179317659,0.807691757
CGI_10027200,-0.118519329,0.807691757
CGI_10001186,0.179343962,0.807784196
CGI_10017411,0.178316722,0.807784196
CGI_10001309,0.178693184,0.807854385
CGI_10014061,-0.175208069,0.807854385
CGI_10017715,-0.147575606,0.807854385
CGI_10013551,-0.141913135,0.808132427
CGI_10020536,0.14276929,0.808132427
CGI_10024328,0.178553957,0.808132427
CGI_10004142,0.098902819,0.808213995
CGI_10004970,-0.152495453,0.808213995
CGI_10017177,-0.079643188,0.808213995
CGI_10018704,0.180043039,0.808213995
CGI_10020540,-0.098487996,0.808213995
CGI_10022758,-0.109599135,0.808213995
CGI_10023800,-0.162650318,0.808213995
CGI_10026956,0.106775499,0.808213995
CGI_10018805,-0.088821598,0.808471698
CGI_10018995,-0.158680271,0.808471698
CGI_10028242,-0.178402048,0.808471698
CGI_10028397,-0.105075034,0.808471698
CGI_10017560,0.1300128,0.80874496
CGI_10002516,-0.156009,0.808899147
CGI_10017443,-0.176377961,0.809021753
CGI_10000715,0.179934584,0.809449304
CGI_10011478,-0.160741268,0.809449304
CGI_10022382,0.088530253,0.810029577
CGI_10002867,-0.175235444,0.810239024
CGI_10004712,0.11463346,0.810239024
CGI_10000059,-0.160943975,0.810489501
CGI_10019245,-0.172251276,0.810530846
CGI_10000497,0.176835481,0.810789047
CGI_10001066,0.164259055,0.810951857
CGI_10003234,-0.176256546,0.810951857
CGI_10012213,0.102096325,0.810951857
CGI_10019552,-0.108920588,0.810951857
CGI_10021760,0.107243734,0.810951857
CGI_10024124,0.13330106,0.810951857
CGI_10000615,-0.092639819,0.811263341
CGI_10007716,-0.140849562,0.811263341
CGI_10013734,0.092595416,0.811263341
CGI_10013834,0.104980955,0.811263341
CGI_10017703,-0.173702964,0.811263341
CGI_10023592,0.099989974,0.811263341
CGI_10026192,-0.117962437,0.811263341
CGI_10004427,-0.146641449,0.81128687
CGI_10006797,-0.158462528,0.81128687
CGI_10011937,-0.118649888,0.81128687
CGI_10021661,0.17936659,0.81128687
CGI_10025279,-0.09840922,0.81128687
CGI_10001190,0.10959706,0.811542821
CGI_10002730,0.130602739,0.811542821
CGI_10003288,0.118933951,0.811542821
CGI_10005509,0.100060786,0.811542821
CGI_10009582,0.159386052,0.811542821
CGI_10011952,0.17260122,0.811542821
CGI_10014868,0.1311418,0.811542821
CGI_10015065,0.07073328,0.811542821
CGI_10015433,0.103189346,0.811542821
CGI_10015985,0.145782645,0.811542821
CGI_10017019,0.104334943,0.811542821
CGI_10019263,0.130423694,0.811542821
CGI_10022114,0.144924228,0.811542821
CGI_10026464,0.174037484,0.811542821
CGI_10027395,-0.128563019,0.811542821
CGI_10027779,0.090804605,0.811542821
CGI_10000301,0.179086953,0.811612211
CGI_10000405,-0.115730064,0.811612211
CGI_10008456,0.098079135,0.811612211
CGI_10010094,-0.174603374,0.811612211
CGI_10013060,-0.139494097,0.811612211
CGI_10020428,0.09004824,0.811612211
CGI_10023605,0.161577186,0.811612211
CGI_10009094,0.168461372,0.81163038
CGI_10024099,0.17691689,0.812390477
CGI_10007877,0.154140751,0.812404904
CGI_10006263,-0.074393664,0.812520911
CGI_10011628,0.15882872,0.812520911
CGI_10017732,0.166100612,0.812520911
CGI_10018186,-0.152378455,0.812520911
CGI_10019992,0.155753645,0.812520911
CGI_10026163,-0.176192164,0.812520911
CGI_10028706,0.177323855,0.812520911
CGI_10021176,0.158529062,0.813042994
CGI_10026400,-0.157254186,0.813042994
CGI_10011029,0.083227467,0.813306902
CGI_10015971,-0.124919637,0.813949061
CGI_10015570,-0.083941553,0.814412248
CGI_10003951,0.147740074,0.81447896
CGI_10006142,0.170209265,0.81447896
CGI_10007991,-0.150545684,0.81447896
CGI_10010237,0.166453855,0.81447896
CGI_10018169,0.166100085,0.81447896
CGI_10023778,-0.091659948,0.81447896
CGI_10022201,-0.146944805,0.814621544
CGI_10002367,-0.142453874,0.814776278
CGI_10003918,0.165731971,0.814776278
CGI_10006015,-0.095779041,0.814776278
CGI_10006825,0.175143827,0.814776278
CGI_10006840,-0.076954121,0.814776278
CGI_10009649,0.134905246,0.814776278
CGI_10011888,-0.169554112,0.814776278
CGI_10012094,-0.080641653,0.814776278
CGI_10014043,-0.121723946,0.814776278
CGI_10014369,0.158946915,0.814776278
CGI_10016257,0.109772523,0.814776278
CGI_10016790,-0.157599228,0.814776278
CGI_10016815,0.120570344,0.814776278
CGI_10017634,-0.112357329,0.814776278
CGI_10018965,0.12302354,0.814776278
CGI_10020064,0.099334763,0.814776278
CGI_10022361,-0.160540667,0.814776278
CGI_10023212,0.163168873,0.814776278
CGI_10023384,0.116303161,0.814776278
CGI_10023446,-0.072305668,0.814776278
CGI_10023532,-0.074740324,0.814776278
CGI_10024435,-0.114945021,0.814776278
CGI_10024604,0.13555264,0.814776278
CGI_10025209,0.158724414,0.814776278
CGI_10025619,0.119343332,0.814776278
CGI_10001616,0.143699194,0.814878397
CGI_10008248,0.141900421,0.814878397
CGI_10017660,-0.110061136,0.814878397
CGI_10023066,-0.076672552,0.814878397
CGI_10028049,0.136520855,0.814883972
CGI_10018862,0.102300715,0.815231306
CGI_10027713,-0.174866385,0.815231306
CGI_10027170,-0.085306752,0.815385674
CGI_10000980,0.096599901,0.815473246
CGI_10013421,-0.11232087,0.815473246
CGI_10019874,0.111034344,0.815473246
CGI_10026036,-0.085022842,0.815643334
CGI_10002111,0.125571033,0.815655951
CGI_10007464,0.10258889,0.815655951
CGI_10010790,-0.162240208,0.815655951
CGI_10016145,-0.083149043,0.815655951
CGI_10010567,0.132147339,0.815666392
CGI_10028387,0.165847324,0.815666392
CGI_10013176,0.068098223,0.815698242
CGI_10003107,-0.091783839,0.816308078
CGI_10005358,-0.106450946,0.816308078
CGI_10014942,-0.175016871,0.816308078
CGI_10012933,-0.164308478,0.816421212
CGI_10010446,0.11587171,0.816645113
CGI_10002645,-0.093434347,0.816683233
CGI_10010784,0.089256876,0.816892128
CGI_10009314,0.121503603,0.816918342
CGI_10018285,0.140726293,0.816918342
CGI_10017717,-0.09101934,0.816930586
CGI_10005799,0.170375892,0.817591725
CGI_10008296,0.097144046,0.817591725
CGI_10017501,0.175465399,0.81792402
CGI_10020051,0.177220859,0.817990689
CGI_10024460,-0.139519883,0.817990689
CGI_10024653,0.099778678,0.817990689
CGI_10016384,0.176937013,0.81819552
CGI_10028911,-0.08076689,0.81819552
CGI_10015393,-0.107737108,0.81821357
CGI_10005774,-0.155299058,0.81846305
CGI_10013722,-0.12095934,0.818596715
CGI_10025236,-0.082350048,0.818596715
CGI_10025324,-0.137176797,0.818596715
CGI_10000968,-0.175062804,0.818643838
CGI_10001268,-0.130537336,0.818643838
CGI_10003964,0.177010192,0.818643838
CGI_10005149,0.162118774,0.818643838
CGI_10007878,-0.176897142,0.818643838
CGI_10008677,0.169291835,0.818643838
CGI_10008824,-0.105377699,0.818643838
CGI_10010004,-0.111054112,0.818643838
CGI_10010460,-0.146005013,0.818643838
CGI_10018115,-0.100624853,0.818643838
CGI_10019902,-0.176219195,0.818643838
CGI_10021193,-0.169302033,0.818643838
CGI_10022856,0.06720272,0.818643838
CGI_10025988,-0.099734639,0.818643838
CGI_10028881,-0.092014815,0.818643838
CGI_10003395,-0.09115339,0.81866289
CGI_10011630,-0.096191099,0.818915181
CGI_10013425,-0.16349773,0.818915181
CGI_10015004,0.089217268,0.818915181
CGI_10015256,-0.125151255,0.818915181
CGI_10021212,0.099590223,0.818915181
CGI_10024866,0.176579709,0.818915181
CGI_10020990,-0.086170726,0.818961606
CGI_10005681,-0.172731765,0.819015886
CGI_10006782,0.105754037,0.819015886
CGI_10011007,-0.085036635,0.819015886
CGI_10011685,0.119293598,0.819015886
CGI_10025058,-0.128072275,0.819015886
CGI_10027528,-0.109550381,0.819015886
CGI_10007686,-0.156928772,0.819852952
CGI_10020000,-0.175650788,0.819852952
CGI_10023570,-0.097120157,0.819852952
CGI_10009551,-0.094536139,0.819897867
CGI_10009432,-0.150620994,0.82018168
CGI_10012528,-0.15548601,0.82018168
CGI_10003563,-0.165192031,0.820385393
CGI_10001590,0.15349254,0.82041244
CGI_10002424,-0.134253141,0.82041244
CGI_10002894,-0.166186396,0.82041244
CGI_10004271,-0.175401119,0.82041244
CGI_10005007,0.106560662,0.82041244
CGI_10005301,0.160765575,0.82041244
CGI_10005454,0.127071187,0.82041244
CGI_10005885,-0.154087677,0.82041244
CGI_10006001,-0.157006045,0.82041244
CGI_10007215,0.161211713,0.82041244
CGI_10007323,-0.093132239,0.82041244
CGI_10010013,-0.123978873,0.82041244
CGI_10010792,-0.150588934,0.82041244
CGI_10011075,0.171958036,0.82041244
CGI_10011089,0.11632689,0.82041244
CGI_10011454,0.13974573,0.82041244
CGI_10011867,0.115014527,0.82041244
CGI_10012284,-0.128287414,0.82041244
CGI_10014246,0.15712834,0.82041244
CGI_10015320,-0.138409188,0.82041244
CGI_10015664,-0.148671095,0.82041244
CGI_10018479,-0.086048746,0.82041244
CGI_10019137,0.165383872,0.82041244
CGI_10019290,-0.1578999,0.82041244
CGI_10020380,-0.141764712,0.82041244
CGI_10020655,0.099012371,0.82041244
CGI_10022097,0.162976086,0.82041244
CGI_10022891,-0.16957536,0.82041244
CGI_10023114,0.133345018,0.82041244
CGI_10024694,-0.083793003,0.82041244
CGI_10024703,-0.125034214,0.82041244
CGI_10024785,0.15625894,0.82041244
CGI_10025462,-0.175464651,0.82041244
CGI_10025654,-0.114736946,0.82041244
CGI_10026196,-0.145702655,0.82041244
CGI_10027142,-0.113723297,0.82041244
CGI_10027245,0.174843339,0.82041244
CGI_10027610,-0.147224853,0.82041244
CGI_10028578,0.170666582,0.82041244
CGI_10028907,0.167847237,0.82041244
CGI_10011962,0.115269115,0.820418876
CGI_10004592,-0.167361652,0.820928827
CGI_10012494,-0.104775968,0.820928827
CGI_10015587,0.138594214,0.820928827
CGI_10017893,-0.146540262,0.820928827
CGI_10020892,0.170616552,0.820928827
CGI_10023435,-0.079062247,0.820928827
CGI_10027130,-0.073636711,0.820928827
CGI_10027209,0.111457986,0.820928827
CGI_10001266,-0.159703793,0.820954858
CGI_10016111,0.073265249,0.820954858
CGI_10019842,-0.08166777,0.820954858
CGI_10021385,0.175105051,0.820954858
CGI_10022094,-0.09138678,0.820954858
CGI_10022666,-0.111460323,0.820954858
CGI_10024555,-0.111329864,0.820954858
CGI_10025899,0.079703447,0.820954858
CGI_10026961,0.110956464,0.820954858
CGI_10027480,-0.079728693,0.820954858
CGI_10027978,0.158164565,0.820954858
CGI_10028164,-0.174559749,0.820954858
CGI_10013003,0.130971882,0.82110735
CGI_10015760,-0.081389528,0.82110735
CGI_10008579,0.154408716,0.821175384
CGI_10021323,-0.085342489,0.821267261
CGI_10000969,-0.166903656,0.821824534
CGI_10012391,0.115866041,0.821824534
CGI_10012864,-0.08210871,0.821824534
CGI_10016078,0.134651098,0.821824534
CGI_10020296,-0.172605074,0.821824534
CGI_10023296,-0.174084814,0.821824534
CGI_10025225,-0.163644213,0.821824534
CGI_10002242,-0.080089909,0.822115976
CGI_10011797,0.170160841,0.822203148
CGI_10022394,-0.162178029,0.822458594
CGI_10004738,-0.170632659,0.823020801
CGI_10021824,-0.082371194,0.823020801
CGI_10000533,0.12272986,0.823203298
CGI_10007096,0.112019092,0.823203298
CGI_10020317,-0.139920427,0.823203298
CGI_10012571,-0.147491438,0.823321165
CGI_10017165,-0.129039906,0.823321165
CGI_10017422,-0.16672908,0.823765384
CGI_10017976,-0.150920983,0.823765384
CGI_10013575,0.075237862,0.823866609
CGI_10004416,-0.13387501,0.823957442
CGI_10006357,0.123422835,0.823957442
CGI_10006569,-0.069843686,0.823957442
CGI_10006785,-0.094047886,0.823957442
CGI_10012901,0.123524402,0.823957442
CGI_10026191,-0.133674609,0.823957442
CGI_10002726,-0.129404244,0.824359151
CGI_10005796,-0.089077779,0.824359151
CGI_10005933,0.169149407,0.824359151
CGI_10009784,-0.120365971,0.824359151
CGI_10010898,0.120660413,0.824359151
CGI_10019080,0.0675918,0.824359151
CGI_10028093,0.128621826,0.824359151
CGI_10028340,-0.10561427,0.824359151
CGI_10028921,0.174588347,0.824359151
CGI_10020951,-0.141409199,0.824578989
CGI_10028330,-0.118390382,0.824578989
CGI_10003511,0.174491998,0.824647442
CGI_10020461,0.137717769,0.824817774
CGI_10017319,0.165182731,0.825027206
CGI_10001456,0.142322828,0.825194195
CGI_10027918,-0.118946633,0.825219929
CGI_10010003,0.073200824,0.825380393
CGI_10019901,0.083406995,0.825380393
CGI_10024262,-0.144381245,0.825380393
CGI_10022804,0.087869808,0.825407444
CGI_10004009,-0.173604421,0.825450045
CGI_10011086,-0.128943767,0.825450045
CGI_10012950,-0.089990404,0.825450045
CGI_10005293,-0.169873451,0.825586135
CGI_10009787,-0.112774416,0.825586135
CGI_10010564,0.119953892,0.825586135
CGI_10019270,-0.105389655,0.825586135
CGI_10001301,0.141788494,0.825639417
CGI_10004768,-0.100606764,0.825639417
CGI_10022035,-0.092587449,0.825639417
CGI_10021928,0.172532916,0.825666211
CGI_10003180,-0.167227176,0.825685051
CGI_10004228,-0.072136444,0.825685051
CGI_10006403,0.093257453,0.825685051
CGI_10006497,-0.173007096,0.825685051
CGI_10007327,0.152367472,0.825685051
CGI_10011388,0.164006669,0.825685051
CGI_10012186,-0.071937086,0.825685051
CGI_10013482,0.16086164,0.825685051
CGI_10013573,0.169490517,0.825685051
CGI_10013923,0.171833006,0.825685051
CGI_10014076,0.146902789,0.825685051
