gene ID,log2FC,p-value
CGI_10005199,-0.187063813,0.378350762
CGI_10026683,0.168141047,0.378350762
CGI_10027844,-0.168688645,0.378350762
CGI_10014516,0.218367662,0.378883073
CGI_10003050,-0.197178093,0.378904812
CGI_10006903,-0.249400908,0.378904812
CGI_10014688,0.245554212,0.378904812
CGI_10020954,-0.29143118,0.378904812
CGI_10007215,-0.369879304,0.378990787
CGI_10007218,-0.225738736,0.378990787
CGI_10013968,0.472857927,0.378990787
CGI_10019619,-0.198056069,0.378990787
CGI_10001070,0.392192298,0.379351719
CGI_10011668,0.247102242,0.379351719
CGI_10014074,0.382293425,0.379351719
CGI_10006425,-0.228164247,0.379364906
CGI_10010895,-0.463398752,0.379390529
CGI_10020823,0.330051495,0.37939239
CGI_10005553,0.387497751,0.379732906
CGI_10005186,0.292832818,0.379905701
CGI_10014632,0.138402682,0.379947057
CGI_10016953,0.283589805,0.379947057
CGI_10007907,-0.194564503,0.380118476
CGI_10007362,-0.327756575,0.380156087
CGI_10003857,-0.277428077,0.380471456
CGI_10021878,-0.272077916,0.380471456
CGI_10024157,0.14453131,0.380471456
CGI_10014446,-0.168301875,0.380598114
CGI_10020287,-0.246886713,0.380761311
CGI_10015992,0.181278116,0.3807996
CGI_10025404,-0.320136896,0.3807996
CGI_10013543,0.263143485,0.380940738
CGI_10013857,0.473484971,0.381313829
CGI_10013340,0.213633867,0.381364574
CGI_10017101,-0.204695802,0.381371325
CGI_10024638,0.197854771,0.381371325
CGI_10016282,-0.427793978,0.381382105
CGI_10024982,0.15399993,0.381382105
CGI_10003441,0.206601578,0.381399355
CGI_10018165,-0.302075542,0.381399355
CGI_10022861,-0.422381721,0.381399355
CGI_10020173,0.452810558,0.381622786
CGI_10025679,-0.254708292,0.381622786
CGI_10016920,-0.204239456,0.381959942
CGI_10019018,0.293287042,0.382067648
CGI_10015361,0.436996125,0.382141838
CGI_10016243,0.165601195,0.382416583
CGI_10027709,0.143893693,0.382416583
CGI_10023294,-0.349101323,0.383171546
CGI_10022222,0.188961077,0.383475196
CGI_10003145,-0.188273537,0.383990013
CGI_10018373,-0.331255915,0.384142573
CGI_10017127,-0.172323746,0.384340959
CGI_10002318,0.244977419,0.384535682
CGI_10008151,-0.168807045,0.384599773
CGI_10000871,0.304770041,0.384657104
CGI_10025832,-0.227611855,0.384829459
CGI_10012833,-0.157865509,0.384946805
CGI_10000960,-0.350256074,0.385170467
CGI_10012624,-0.197370616,0.385291913
CGI_10012616,0.235497231,0.385450461
CGI_10006653,-0.184548817,0.385633033
CGI_10023934,0.165238634,0.385633033
CGI_10006360,-0.165736987,0.385828738
CGI_10011831,-0.226612882,0.385828738
CGI_10013017,-0.27687363,0.385934224
CGI_10018675,0.227559791,0.385997619
CGI_10019764,-0.285661094,0.385997619
CGI_10017799,0.335086429,0.386113363
CGI_10009400,0.165962233,0.386231131
CGI_10012799,-0.326026151,0.386231131
CGI_10018371,-0.334355989,0.386231131
CGI_10016429,0.473683556,0.386420451
CGI_10028651,-0.205674223,0.386433032
CGI_10007360,0.469334697,0.386776438
CGI_10028661,-0.181665076,0.386934916
CGI_10014061,-0.365428393,0.387049274
CGI_10014568,-0.1725465,0.387098552
CGI_10017512,-0.400438841,0.387098552
CGI_10019594,-0.316883564,0.387098552
CGI_10028330,-0.204233415,0.387098552
CGI_10001737,-0.257098014,0.387110621
CGI_10023588,0.24129066,0.387198762
CGI_10010035,0.350796123,0.387308484
CGI_10007013,0.146478089,0.38732711
CGI_10012529,-0.278250113,0.38732711
CGI_10003401,0.414992216,0.388071127
CGI_10003738,-0.40437386,0.388161538
CGI_10011961,-0.297215576,0.388161538
CGI_10014934,0.31713578,0.388161538
CGI_10028486,-0.269612431,0.388161538
CGI_10013761,-0.229882928,0.388177677
CGI_10006115,-0.460244835,0.388633784
CGI_10022771,0.173552542,0.388633784
CGI_10010090,0.170178287,0.389003761
CGI_10010416,-0.234965164,0.389003761
CGI_10013345,0.471828254,0.389003761
CGI_10019749,-0.276454313,0.389003761
CGI_10004936,-0.152374949,0.389145014
CGI_10002699,-0.449667076,0.389173489
CGI_10012150,-0.229149738,0.389173489
CGI_10019587,-0.251080452,0.389173489
CGI_10020157,-0.468002577,0.389173489
CGI_10025346,-0.160402706,0.389173489
CGI_10001553,0.184855159,0.389201553
CGI_10002904,0.458440227,0.389201553
CGI_10016383,0.399797712,0.389201553
CGI_10026055,-0.314390984,0.389201553
CGI_10003367,-0.139794194,0.389953791
CGI_10015392,-0.258798576,0.390112159
CGI_10014986,0.31170364,0.390181086
CGI_10017256,-0.243412255,0.390181086
CGI_10027133,0.284831281,0.390181086
CGI_10021562,0.184195655,0.390372753
CGI_10022180,0.413352683,0.390484677
CGI_10023833,0.180598364,0.390484677
CGI_10024362,-0.230819888,0.390484677
CGI_10025992,0.404724348,0.390484677
CGI_10026014,-0.24063919,0.390484677
CGI_10003657,0.189930976,0.390544671
CGI_10004865,-0.159985177,0.390544671
CGI_10010446,0.203673717,0.390544671
CGI_10017476,-0.23350494,0.390544671
CGI_10018343,-0.198072139,0.390544671
CGI_10018693,-0.312539658,0.390544671
CGI_10022317,-0.36719817,0.390544671
CGI_10026432,0.264884741,0.390574271
CGI_10005429,0.218247094,0.390793747
CGI_10027797,0.36912724,0.39100744
CGI_10005237,0.406391016,0.391156426
CGI_10001625,-0.32344872,0.391198155
CGI_10001786,-0.204546339,0.391198155
CGI_10022921,0.338328396,0.391198155
CGI_10011851,-0.386080583,0.391331981
CGI_10013598,-0.216370012,0.391331981
CGI_10017334,-0.182793151,0.39134329
CGI_10018449,0.36953905,0.391511864
CGI_10004346,-0.1295549,0.391514439
CGI_10027131,-0.153450597,0.39169248
CGI_10011913,0.223209542,0.391803521
CGI_10007491,-0.205601007,0.391815067
CGI_10025510,-0.182828109,0.391815067
CGI_10022021,0.438971454,0.392475845
CGI_10007943,0.350898286,0.392526906
CGI_10013132,-0.368129029,0.392526906
CGI_10025730,-0.150551319,0.392796904
CGI_10027038,-0.466203355,0.393323674
CGI_10003828,-0.278499181,0.393502726
CGI_10026874,-0.160975274,0.393669105
CGI_10006371,0.362698393,0.393790746
CGI_10013249,0.177424672,0.393790746
CGI_10014985,-0.162896215,0.393915943
CGI_10010285,0.240271504,0.39408498
CGI_10013777,0.339375647,0.39408498
CGI_10015981,0.35637086,0.39408498
CGI_10026303,-0.219035394,0.39408498
CGI_10005885,-0.344967214,0.394496052
CGI_10012025,-0.179465781,0.394496052
CGI_10022523,0.190642068,0.394700255
CGI_10011852,0.323164996,0.394787709
CGI_10010530,-0.146032143,0.394910673
CGI_10001368,-0.464529053,0.395155408
CGI_10015059,-0.452494019,0.395155408
CGI_10001043,-0.195325991,0.395664432
CGI_10002566,-0.222147981,0.395664432
CGI_10002971,0.403377022,0.395664432
CGI_10003265,0.210845363,0.395664432
CGI_10016382,0.177409776,0.395664432
CGI_10017422,0.447770969,0.395664432
CGI_10007809,-0.169296066,0.395761645
CGI_10015220,-0.242918809,0.395791034
CGI_10012331,-0.238574352,0.39599517
CGI_10016368,-0.148221883,0.39599517
CGI_10008153,-0.213275942,0.396432046
CGI_10017160,-0.34983404,0.396522861
CGI_10005648,0.422011734,0.39669126
CGI_10015022,0.175721528,0.39669126
CGI_10023648,-0.254607568,0.396792177
CGI_10024008,-0.466416876,0.396792177
CGI_10015275,-0.311249823,0.397013723
CGI_10024926,0.187871995,0.397013723
CGI_10009638,-0.228706896,0.397070262
CGI_10024236,-0.466560615,0.397070262
CGI_10020368,-0.269146655,0.397167753
CGI_10024012,-0.444446133,0.397167753
CGI_10025355,-0.247429182,0.397167753
CGI_10000630,-0.445520416,0.397235376
CGI_10018644,0.164653888,0.397235376
CGI_10020622,-0.235899976,0.39752988
CGI_10007210,-0.137325819,0.397603397
CGI_10017554,0.466615117,0.397603397
CGI_10020905,-0.158487883,0.397603397
CGI_10004949,0.185746963,0.397687886
CGI_10021989,-0.277293092,0.397925658
CGI_10005652,-0.224262081,0.39812644
CGI_10009119,0.302164694,0.398208243
CGI_10011402,-0.183807071,0.398208243
CGI_10018632,0.438462547,0.398208243
CGI_10024174,0.170650886,0.398208243
CGI_10011025,-0.22742515,0.398550741
CGI_10013046,-0.143351633,0.398579975
CGI_10015043,0.255562356,0.398579975
CGI_10014287,-0.328457485,0.398582516
CGI_10018550,-0.231841405,0.398857075
CGI_10014714,-0.296071727,0.398943146
CGI_10006082,0.399285536,0.399473701
CGI_10022095,-0.156428788,0.399473701
CGI_10022230,-0.184513105,0.399473701
CGI_10012039,0.421292303,0.399696718
CGI_10010095,-0.285206688,0.399732309
CGI_10017199,-0.179267494,0.399732309
CGI_10003529,0.303302725,0.399915826
CGI_10017776,0.190034456,0.399915826
CGI_10018616,-0.194474227,0.399915826
CGI_10026966,0.168063783,0.400067834
CGI_10028773,-0.318806517,0.400067933
CGI_10010108,-0.225189173,0.400424284
CGI_10009239,-0.163991127,0.40046745
CGI_10002706,-0.419064624,0.400494073
CGI_10007071,0.161714995,0.400494073
CGI_10012562,0.341923837,0.400494073
CGI_10012979,-0.332225986,0.400494073
CGI_10013364,0.220683919,0.400494073
CGI_10025169,-0.19852573,0.400494073
CGI_10026232,-0.271929003,0.400494073
CGI_10020405,0.219421873,0.401170576
CGI_10025704,-0.405278633,0.401181769
CGI_10020309,-0.271792867,0.401251636
CGI_10017635,-0.317756801,0.401344259
CGI_10026581,0.428883017,0.401418577
CGI_10024963,-0.230285961,0.401895272
CGI_10018443,0.270511762,0.402218095
CGI_10016196,0.185703249,0.402322568
CGI_10019166,0.16118277,0.402322568
CGI_10024450,0.185848723,0.402322568
CGI_10024587,0.249503883,0.402322568
CGI_10026813,-0.278644158,0.402322568
CGI_10023389,-0.160763498,0.402616295
CGI_10006366,-0.462715188,0.40274804
CGI_10019563,-0.193151971,0.40274804
CGI_10026490,-0.368361378,0.40274804
CGI_10011198,-0.33605208,0.403071196
CGI_10028191,-0.189139761,0.403071196
CGI_10006200,-0.335915724,0.403449306
CGI_10028855,-0.222326215,0.403486403
CGI_10025219,0.360403296,0.403924339
CGI_10006682,0.455654498,0.403956958
CGI_10022741,0.205236206,0.403956958
CGI_10000712,0.224740049,0.404008578
CGI_10005479,-0.462960154,0.404008578
CGI_10000915,0.440833168,0.404134561
CGI_10005354,-0.307392944,0.404163987
CGI_10012894,0.315803861,0.404308895
CGI_10017509,0.301014601,0.404308895
CGI_10001847,-0.221247808,0.404354315
CGI_10013523,-0.228184729,0.404354315
CGI_10018125,-0.298833095,0.404354315
CGI_10018901,0.424577255,0.404354315
CGI_10020613,-0.313752506,0.404354315
CGI_10025637,-0.206696528,0.404354315
CGI_10026654,-0.234159323,0.404354315
CGI_10022007,0.167623699,0.404704377
CGI_10024468,-0.249498683,0.404833904
CGI_10014427,-0.282211972,0.404838466
CGI_10008474,-0.226329219,0.405308432
CGI_10011686,-0.171302871,0.405308432
CGI_10014651,-0.177256462,0.405308432
CGI_10021230,-0.461313643,0.405308432
CGI_10022098,-0.382495671,0.405308432
CGI_10024049,0.319513541,0.405308432
CGI_10027504,-0.285150169,0.405319312
CGI_10015507,0.144670442,0.405941716
CGI_10000737,0.461713495,0.406001894
CGI_10003786,0.268505487,0.406001894
CGI_10016317,-0.284571479,0.406001894
CGI_10024645,-0.244211433,0.406001894
CGI_10026126,-0.183825714,0.406001894
CGI_10011782,-0.153912706,0.406107042
CGI_10027044,0.181127551,0.406107042
CGI_10008893,-0.234708181,0.406383894
CGI_10000954,-0.19246814,0.40662926
CGI_10002104,-0.249732872,0.40662926
CGI_10007481,0.162399244,0.40662926
CGI_10021333,0.296216911,0.40662926
CGI_10026276,0.383588151,0.40662926
CGI_10025216,0.34321194,0.40682833
CGI_10022464,0.218274026,0.407002339
CGI_10022831,-0.243919021,0.407002339
CGI_10007724,-0.20067816,0.407373171
CGI_10006832,-0.366867318,0.407437973
CGI_10009126,-0.3079301,0.407437973
CGI_10009382,0.42538397,0.407437973
CGI_10014938,-0.158109509,0.407437973
CGI_10015124,-0.133631975,0.407437973
CGI_10026978,0.141295281,0.407437973
CGI_10007004,-0.221620802,0.407790614
CGI_10017278,-0.236319009,0.407790614
CGI_10021599,-0.251876132,0.407790614
CGI_10010268,0.182603719,0.407847725
CGI_10012997,-0.163131979,0.407976883
CGI_10009435,-0.216256018,0.408051954
CGI_10009689,0.220073645,0.408132286
CGI_10002910,0.152587403,0.408183275
CGI_10014226,0.179125527,0.408183275
CGI_10015147,-0.348992308,0.408183275
CGI_10012870,0.315686697,0.40818405
CGI_10015298,-0.294311826,0.40818405
CGI_10014597,-0.213658087,0.408234153
CGI_10019041,0.166213981,0.408517551
CGI_10000300,-0.238837044,0.408826873
CGI_10005399,0.205773487,0.409225352
CGI_10005477,-0.305777173,0.409225352
CGI_10008370,-0.417262489,0.409225352
CGI_10015360,-0.150132555,0.409618867
CGI_10000101,0.417439293,0.409728842
CGI_10005983,-0.187277245,0.410587698
CGI_10027529,-0.218180749,0.410701394
CGI_10019747,0.260683594,0.410737429
CGI_10017194,-0.170083948,0.410773328
CGI_10017415,0.454495559,0.410773328
CGI_10001123,0.241352341,0.411460617
CGI_10007237,-0.183025114,0.411460617
CGI_10019456,-0.253616853,0.411460617
CGI_10007801,-0.167643602,0.411511756
CGI_10002905,0.177967049,0.411558978
CGI_10009336,0.279764752,0.411558978
CGI_10015466,0.380081843,0.411745863
CGI_10025394,-0.237439683,0.41185071
CGI_10000408,0.153647078,0.41210776
CGI_10028300,-0.214063904,0.41210776
CGI_10016170,-0.130598822,0.412200571
CGI_10007061,0.298131754,0.412390426
CGI_10003337,0.453162625,0.412580767
CGI_10015563,0.261551839,0.412580767
CGI_10009833,-0.283884906,0.412682989
CGI_10007558,-0.26913343,0.412757166
CGI_10008274,-0.157162002,0.412757166
CGI_10009051,-0.340579634,0.412757166
CGI_10010440,-0.130162163,0.412757166
CGI_10011162,-0.155988698,0.412757166
CGI_10014865,0.41537971,0.412757166
CGI_10017177,0.141577727,0.412757166
CGI_10020514,-0.259925576,0.412757166
CGI_10025822,-0.395126635,0.412757166
CGI_10026836,0.385655376,0.412757166
CGI_10005856,0.258364621,0.412818594
CGI_10025664,-0.182319837,0.412887277
CGI_10025954,-0.216907956,0.412887277
CGI_10006852,-0.206921083,0.412917052
CGI_10021055,0.388873475,0.412984758
CGI_10022063,-0.259438317,0.413253659
CGI_10027968,-0.453810589,0.413253659
CGI_10012329,-0.28637748,0.413835557
CGI_10001636,-0.22762636,0.413894261
CGI_10000774,0.378374227,0.414011168
CGI_10007137,-0.395171646,0.414011168
CGI_10002874,-0.242646466,0.414237999
CGI_10007100,-0.16755206,0.414237999
CGI_10007195,-0.399290693,0.414237999
CGI_10009704,-0.174416191,0.414237999
CGI_10016985,-0.196092835,0.414237999
CGI_10010517,0.455208568,0.414485392
CGI_10028167,0.456555986,0.414485392
CGI_10027360,-0.14693151,0.414494471
CGI_10011579,-0.238969674,0.414513304
CGI_10013650,-0.184524789,0.414513304
CGI_10028032,-0.143175146,0.414706846
CGI_10012615,-0.201784871,0.414733206
CGI_10019677,0.151818122,0.414733206
CGI_10023115,0.453133088,0.414733206
CGI_10014644,0.21200622,0.414813933
CGI_10020556,-0.340338207,0.414842809
CGI_10017021,-0.243107871,0.414864486
CGI_10001162,-0.317117399,0.415013623
CGI_10010514,-0.158337104,0.415146501
CGI_10003819,0.315149908,0.4152609
CGI_10018260,0.263707314,0.415291108
CGI_10019314,-0.162890778,0.415291108
CGI_10020701,0.17989006,0.415291108
CGI_10028243,-0.368806597,0.415291108
CGI_10008533,-0.331086747,0.415754006
CGI_10027472,-0.166359144,0.415826507
CGI_10005087,-0.211963484,0.416041842
CGI_10024194,0.240725652,0.41607919
CGI_10001052,-0.362010253,0.416279483
CGI_10015192,-0.178084556,0.416279483
CGI_10020183,0.455241417,0.416279483
CGI_10028271,-0.293429689,0.416526698
CGI_10028349,-0.454257482,0.416672132
CGI_10010148,0.163956557,0.416959794
CGI_10020699,-0.219402628,0.417570823
CGI_10002409,0.404987934,0.41795258
CGI_10014753,-0.186272864,0.417964505
CGI_10000790,-0.290381778,0.417978627
CGI_10002840,-0.454310476,0.418157013
CGI_10015283,0.296777443,0.418157013
CGI_10018369,0.379811423,0.418197878
CGI_10009923,-0.251366389,0.418551913
CGI_10017860,-0.176532083,0.418845743
CGI_10005908,-0.197833405,0.418887801
CGI_10008392,0.13467726,0.418887801
CGI_10022501,0.228521212,0.418887801
CGI_10016116,-0.232865067,0.419052023
CGI_10004800,-0.427038642,0.41983516
CGI_10027034,-0.227677527,0.420006658
CGI_10007642,-0.301830794,0.420021649
CGI_10008328,0.333539829,0.420028414
CGI_10014104,-0.313892598,0.420028414
CGI_10014539,0.270276405,0.420028414
CGI_10014708,0.202140969,0.420028414
CGI_10015727,0.177123954,0.420028414
CGI_10020727,-0.21712434,0.420028414
CGI_10021749,-0.299561019,0.420028414
CGI_10028827,-0.19706786,0.420028414
CGI_10010791,-0.336126407,0.420185507
CGI_10005902,0.242677221,0.420347559
CGI_10011560,-0.252547271,0.420370353
CGI_10011359,0.136132444,0.420390174
CGI_10026338,0.225872649,0.420390174
CGI_10025013,-0.448548061,0.420585404
CGI_10025871,-0.429282961,0.420585404
CGI_10019561,-0.161491521,0.420711074
CGI_10025331,-0.320982412,0.420711074
CGI_10006120,-0.165247663,0.420779195
CGI_10008777,0.164242643,0.420982451
CGI_10011224,0.408082826,0.421149598
CGI_10027754,0.249495227,0.421167834
CGI_10011721,0.238506833,0.421350084
CGI_10024958,0.450140653,0.421350084
CGI_10027592,-0.438147464,0.421350084
CGI_10011752,-0.191464785,0.421560876
CGI_10019121,-0.422394132,0.421560876
CGI_10011320,-0.395999478,0.42169608
CGI_10014378,0.158021677,0.42169608
CGI_10015200,-0.424290517,0.421940512
CGI_10013499,-0.336652549,0.422128632
CGI_10019879,-0.391563143,0.422128632
CGI_10020746,-0.13914625,0.422128632
CGI_10015549,-0.314077682,0.422128737
CGI_10028090,0.326469618,0.422902263
CGI_10010359,-0.155275059,0.423262139
CGI_10022228,0.394226167,0.423262139
CGI_10003076,0.377279336,0.42342576
CGI_10009012,-0.415969838,0.42342576
CGI_10016644,-0.336536156,0.423449787
CGI_10021474,-0.180920306,0.42411309
CGI_10004964,-0.234446372,0.424755046
CGI_10007508,-0.21644894,0.424755046
CGI_10011869,0.171485088,0.424755046
CGI_10003623,-0.446713604,0.424815047
CGI_10013248,-0.284846331,0.424996204
CGI_10027169,0.395837248,0.424996204
CGI_10026335,0.303377337,0.425230545
CGI_10007607,0.270933631,0.425305793
CGI_10009764,-0.329562791,0.425311716
CGI_10011416,-0.301471211,0.425311716
CGI_10012186,0.138304087,0.425311716
CGI_10020915,-0.213529747,0.425311716
CGI_10002572,-0.1914903,0.425355245
CGI_10028119,0.442171792,0.425355245
CGI_10014747,0.164437264,0.425487364
CGI_10005602,-0.382857259,0.425512599
CGI_10006616,-0.26059907,0.425612606
CGI_10015631,0.214225057,0.425911227
CGI_10019994,0.195925824,0.425911227
CGI_10020884,-0.172681562,0.425911227
CGI_10022655,-0.448864175,0.425911227
CGI_10017171,-0.356303364,0.426019973
CGI_10024541,-0.236130864,0.426037871
CGI_10023390,0.446487321,0.426742559
CGI_10003865,-0.285915558,0.426788174
CGI_10009612,-0.227852177,0.426788174
CGI_10025366,0.225855398,0.426788174
CGI_10006630,0.369299459,0.426830413
CGI_10008177,-0.244109598,0.426963739
CGI_10012144,0.18235543,0.427011057
CGI_10003020,0.43238736,0.427020081
CGI_10014485,0.335623127,0.427020081
CGI_10017040,0.352967728,0.427020081
CGI_10012830,0.16603118,0.427075248
CGI_10018451,-0.215141462,0.427075248
CGI_10009271,-0.432154935,0.427182841
CGI_10014339,-0.134956844,0.427182841
CGI_10023164,0.440503485,0.427182841
CGI_10024242,0.244409621,0.427182841
CGI_10028452,-0.286617811,0.427182841
CGI_10005980,-0.204441708,0.427837901
CGI_10008947,-0.140929337,0.427837901
CGI_10006361,-0.152249014,0.427957319
CGI_10003998,0.19289456,0.428061033
CGI_10005887,-0.249738193,0.428076036
CGI_10022460,-0.200355016,0.428076036
CGI_10005009,0.404485753,0.428321942
CGI_10013319,-0.124221132,0.428321942
CGI_10027182,-0.448579935,0.428321942
CGI_10012540,-0.18188063,0.428474028
CGI_10010929,-0.263537193,0.42855314
CGI_10017576,0.24544157,0.428663542
CGI_10007423,-0.247705368,0.428768607
CGI_10014936,0.25239016,0.428768607
CGI_10017065,-0.412798172,0.428768607
CGI_10018495,0.251469403,0.428768607
CGI_10026576,0.143106169,0.428768607
CGI_10026710,0.334105539,0.428768607
CGI_10025184,-0.432768538,0.42881539
CGI_10016490,-0.312409279,0.428955286
CGI_10003492,0.18188885,0.429322315
CGI_10010314,0.447684046,0.429411582
CGI_10023879,0.440237598,0.429707607
CGI_10025228,0.246337388,0.429903169
CGI_10023373,0.154664909,0.430137836
CGI_10007460,0.329718074,0.430139535
CGI_10005969,0.153236131,0.430171133
CGI_10003701,0.393190396,0.4302417
CGI_10011702,0.308995808,0.4302417
CGI_10017693,-0.1875614,0.4302417
CGI_10017740,-0.210612757,0.4302417
CGI_10022559,-0.237097213,0.4302417
CGI_10027107,-0.148819438,0.4302417
CGI_10002017,0.23577859,0.430374588
CGI_10024687,0.264562013,0.430374588
CGI_10026008,-0.197594632,0.430374588
CGI_10005768,-0.231519848,0.430476349
CGI_10010623,-0.215712715,0.430476349
CGI_10018115,-0.165278246,0.430476349
CGI_10008844,-0.263036057,0.430861734
CGI_10018360,-0.376910732,0.430939487
CGI_10026509,0.13439054,0.430939487
CGI_10019838,-0.190931659,0.431016912
CGI_10008957,0.236350165,0.431049724
CGI_10003103,0.293215887,0.431397828
CGI_10011817,0.368171288,0.431397828
CGI_10014271,-0.199442516,0.431397828
CGI_10015440,0.217074944,0.431397828
CGI_10016722,-0.157150633,0.431397828
CGI_10021242,-0.257599607,0.431397828
CGI_10025559,-0.32557518,0.431397828
CGI_10017592,-0.17389348,0.431794974
CGI_10021665,-0.146066317,0.432240888
CGI_10009709,-0.245796542,0.432256102
CGI_10017147,-0.219112525,0.432518497
CGI_10022652,0.394630658,0.433366875
CGI_10022948,0.240295574,0.433433102
CGI_10005006,-0.257983786,0.433828013
CGI_10007770,0.225445134,0.433897105
CGI_10012206,-0.137586542,0.433897105
CGI_10002247,0.353833043,0.433930964
CGI_10007865,0.158215717,0.433930964
CGI_10013273,-0.270718224,0.433930964
CGI_10017253,-0.186347296,0.433930964
CGI_10019582,-0.159159835,0.433930964
CGI_10023200,0.221636706,0.433930964
CGI_10018072,-0.126733981,0.434011664
CGI_10018570,-0.207751389,0.434011664
CGI_10028254,-0.145037083,0.434011664
CGI_10014213,0.443170527,0.434047083
CGI_10019812,0.437169264,0.434416224
CGI_10005794,-0.341421732,0.434417678
CGI_10009659,-0.288390443,0.434417678
CGI_10024644,-0.303937942,0.434417678
CGI_10025295,-0.345285424,0.434417678
CGI_10016890,0.444461349,0.434869562
CGI_10000465,0.398371388,0.434917383
CGI_10014620,-0.440840958,0.43495271
CGI_10000918,-0.210538581,0.435007592
CGI_10007373,0.444214757,0.435225782
CGI_10014411,-0.219283709,0.435225782
CGI_10014704,-0.354058399,0.435470272
CGI_10005516,0.414034188,0.435541109
CGI_10019122,-0.223424932,0.435582827
CGI_10023367,-0.194510446,0.435650154
CGI_10004123,0.220883963,0.435772381
CGI_10005511,0.435837582,0.435772381
CGI_10021543,-0.22933305,0.435772381
CGI_10024542,0.443908317,0.435772381
CGI_10003483,0.309042857,0.435807849
CGI_10007698,-0.224340814,0.436123811
CGI_10010197,0.430144055,0.436123811
CGI_10002961,0.440769364,0.436153189
CGI_10014261,-0.216534526,0.436269432
CGI_10004242,-0.265686776,0.436275988
CGI_10015027,0.23251872,0.436275988
CGI_10008512,-0.222104808,0.436483084
CGI_10028340,-0.17906325,0.436483084
CGI_10006272,-0.139660665,0.436649866
CGI_10024873,0.159945403,0.436649866
CGI_10025311,-0.225618756,0.436649866
CGI_10005956,0.411381295,0.436837428
CGI_10017190,-0.178328309,0.436837428
CGI_10002989,-0.289879348,0.437168147
CGI_10013024,-0.435226683,0.437540583
CGI_10016938,0.360667921,0.437540583
CGI_10018005,0.274101529,0.437540583
CGI_10009425,-0.20335869,0.43788052
CGI_10014095,-0.238285354,0.43788052
CGI_10017460,-0.212455874,0.43788052
CGI_10018868,-0.351245535,0.43788052
CGI_10019012,0.442623163,0.43788052
CGI_10020012,-0.279770265,0.43788052
CGI_10021886,0.387790413,0.43788052
CGI_10024581,-0.1342089,0.43788052
CGI_10026029,0.344720469,0.43788052
CGI_10026415,-0.192022895,0.43788052
CGI_10027714,0.440412598,0.43788052
CGI_10027750,-0.264480076,0.43788052
CGI_10028384,-0.190876909,0.43788052
CGI_10014150,-0.180232012,0.438895673
CGI_10017125,-0.171919857,0.438963396
CGI_10003137,0.390189432,0.439145153
CGI_10015886,-0.21051086,0.439145153
CGI_10016620,-0.277682525,0.439145153
CGI_10009408,0.407922846,0.439834112
CGI_10010308,-0.389262655,0.439834112
CGI_10001646,0.427758778,0.440376624
CGI_10002347,-0.40615451,0.440376624
CGI_10009727,0.384697071,0.440914119
CGI_10013446,-0.300595455,0.440914119
CGI_10024493,-0.140930548,0.440914119
CGI_10022555,-0.227278968,0.441337051
CGI_10004091,0.134872715,0.441413691
CGI_10026497,-0.340906648,0.441419885
CGI_10017446,-0.228810428,0.441531121
CGI_10008925,0.386149667,0.441689574
CGI_10012664,0.41345479,0.441689574
CGI_10023430,0.146794636,0.441689574
CGI_10023685,-0.234996676,0.441689574
CGI_10016001,-0.431375933,0.442020684
CGI_10009743,-0.180986783,0.442250275
CGI_10023726,-0.143079762,0.44230652
CGI_10012618,-0.163196819,0.442342409
CGI_10017297,0.366949391,0.442342409
CGI_10022773,0.149099528,0.442342409
CGI_10026174,0.200408899,0.442510379
CGI_10005638,-0.314165372,0.443262663
CGI_10028818,-0.208194273,0.443262663
CGI_10010687,-0.222963542,0.44367137
CGI_10000113,-0.439828387,0.443881463
CGI_10028151,-0.195057246,0.443881463
CGI_10010709,-0.22156367,0.443924021
CGI_10014398,-0.341429972,0.443991117
CGI_10009087,-0.174223244,0.444079216
CGI_10023424,-0.194202124,0.444102583
CGI_10027407,-0.188976449,0.44413583
CGI_10027361,-0.278428489,0.444168179
CGI_10000998,0.395254382,0.444267039
CGI_10009347,-0.392794591,0.444267039
CGI_10025528,0.206853078,0.444267039
CGI_10003509,0.297137796,0.444393248
CGI_10028706,-0.381091074,0.444842897
CGI_10008424,-0.221185127,0.445507552
CGI_10025960,0.352418071,0.445679723
CGI_10010089,-0.438949024,0.446005689
CGI_10012804,-0.175012881,0.446058837
CGI_10013010,-0.246050194,0.446216725
CGI_10008519,-0.266605573,0.446573995
CGI_10017419,-0.2943028,0.44659448
CGI_10022475,0.166923274,0.44659448
CGI_10014730,0.401471277,0.446615268
CGI_10027328,-0.151065707,0.446676381
CGI_10010879,-0.220194003,0.446829564
CGI_10021908,-0.356986479,0.446829564
CGI_10008894,-0.24268154,0.44690618
CGI_10026808,0.206163747,0.447041918
CGI_10020233,-0.140066955,0.44765565
CGI_10009606,-0.231739034,0.447782154
CGI_10018252,-0.250860823,0.447782154
CGI_10007657,0.24356804,0.447810241
CGI_10010742,-0.20769242,0.447810241
CGI_10014094,0.183899225,0.447810241
CGI_10014782,-0.204679863,0.447810241
CGI_10021963,-0.189068074,0.44791397
CGI_10022131,0.431557401,0.44791397
CGI_10015847,0.250702276,0.448206386
CGI_10003571,0.302282843,0.448334154
CGI_10006020,-0.164495453,0.448380132
CGI_10016186,-0.371646671,0.448380132
CGI_10023788,-0.437555931,0.448380132
CGI_10027001,0.202039777,0.448380132
